Dia;Mes;Ano;Estado;Comunidad;Sitio;Latitud;Longitud;Habitat;Zonificacion;Tipo de protección;ANP;Buzo Monitor;Hora inicial buceo;Hora final buceo;Profundidad inicial (m);Profundidad final (m);Temperatura (°C);Visibilidad (m);Corriente;Transecto;Genero;Especie;GeneroEspecie;Sexo;Clase;Talla;Abundancia
26;1;2013;Quintana Roo;Maria Elena;Cabezo;19.39949;-87.45519;Arrecife coralino;No Pesca;Refugio pesquero;RB Sian Ka'an;Miguel Jesus Tun Catzim;8:45;ND;4;NA;27;ND;ND;2;Lutjanus;apodus;Lutjanus apodus;NA;21-30;25.5;6
26;1;2013;Quintana Roo;Maria Elena;Cabezo;19.39949;-87.45519;Arrecife coralino;No Pesca;Refugio pesquero;RB Sian Ka'an;Miguel Jesus Tun Catzim;8:45;ND;4;NA;27;ND;ND;2;Lancero;sp.;Lancero sp.;NA;21-30;25.5;6
26;1;2013;Quintana Roo;Maria Elena;Cabezo;19.39949;-87.45519;Arrecife coralino;No Pesca;Refugio pesquero;RB Sian Ka'an;Miguel Jesus Tun Catzim;8:45;ND;4;NA;27;ND;ND;2;Haemulon;sciurus;Haemulon sciurus;NA;21-30;25.5;2
26;1;2013;Quintana Roo;Maria Elena;Cabezo;19.39949;-87.45519;Arrecife coralino;No Pesca;Refugio pesquero;RB Sian Ka'an;Miguel Jesus Tun Catzim;8:45;ND;4;NA;27;ND;ND;2;Haemulon;flavolineatum;Haemulon flavolineatum;NA;31-40;35.5;8
26;1;2013;Quintana Roo;Maria Elena;Cabezo;19.39949;-87.45519;Arrecife coralino;No Pesca;Refugio pesquero;RB Sian Ka'an;Miguel Jesus Tun Catzim;8:45;ND;4;NA;27;ND;ND;2;Sparisoma;viride;Sparisoma viride;NA;31-40;35.5;3
26;1;2013;Quintana Roo;Maria Elena;Cabezo;19.39949;-87.45519;Arrecife coralino;No Pesca;Refugio pesquero;RB Sian Ka'an;Jose Luis Chan Caamal;8:45;ND;4;NA;27;ND;ND;3;Mariposa;sp.;Mariposa sp.;NA;0-5;2.5;1
26;1;2013;Quintana Roo;Maria Elena;Cabezo;19.39949;-87.45519;Arrecife coralino;No Pesca;Refugio pesquero;RB Sian Ka'an;Jose Luis Chan Caamal;8:45;ND;4;NA;27;ND;ND;3;Damisela;sp.;Damisela sp.;NA;0-5;2.5;1
26;1;2013;Quintana Roo;Maria Elena;Cabezo;19.39949;-87.45519;Arrecife coralino;No Pesca;Refugio pesquero;RB Sian Ka'an;Jose Luis Chan Caamal;8:45;ND;4;NA;27;ND;ND;3;Thalassoma;bifasciatum;Thalassoma bifasciatum;NA;0-5;2.5;5
26;1;2013;Quintana Roo;Maria Elena;Cabezo;19.39949;-87.45519;Arrecife coralino;No Pesca;Refugio pesquero;RB Sian Ka'an;Jose Luis Chan Caamal;8:45;ND;4;NA;27;ND;ND;3;Lutjanus;apodus;Lutjanus apodus;NA;06-oct;8;1
26;1;2013;Quintana Roo;Maria Elena;Cabezo;19.39949;-87.45519;Arrecife coralino;No Pesca;Refugio pesquero;RB Sian Ka'an;Jose Luis Chan Caamal;8:45;ND;4;NA;27;ND;ND;3;Haemulon;plumierii;Haemulon plumierii;NA;06-oct;8;1
26;1;2013;Quintana Roo;Maria Elena;Cabezo;19.39949;-87.45519;Arrecife coralino;No Pesca;Refugio pesquero;RB Sian Ka'an;Jose Luis Chan Caamal;8:45;ND;4;NA;27;ND;ND;3;Loro;sp.;Loro sp.;NA;06-oct;8;1
26;1;2013;Quintana Roo;Maria Elena;Cabezo;19.39949;-87.45519;Arrecife coralino;No Pesca;Refugio pesquero;RB Sian Ka'an;Jose Luis Chan Caamal;8:45;ND;4;NA;27;ND;ND;3;Haemulon;flavolineatum;Haemulon flavolineatum;NA;06-oct;8;1
26;1;2013;Quintana Roo;Maria Elena;Cabezo;19.39949;-87.45519;Arrecife coralino;No Pesca;Refugio pesquero;RB Sian Ka'an;Jose Luis Chan Caamal;8:45;ND;4;NA;27;ND;ND;3;Lutjanus;mahogoni;Lutjanus mahogoni;NA;06-oct;8;3
26;1;2013;Quintana Roo;Maria Elena;Cabezo;19.39949;-87.45519;Arrecife coralino;No Pesca;Refugio pesquero;RB Sian Ka'an;Jose Luis Chan Caamal;8:45;ND;4;NA;27;ND;ND;3;Abudefduf;saxatilis;Abudefduf saxatilis;NA;06-oct;8;13
26;1;2013;Quintana Roo;Maria Elena;Cabezo;19.39949;-87.45519;Arrecife coralino;No Pesca;Refugio pesquero;RB Sian Ka'an;Jose Luis Chan Caamal;8:45;ND;4;NA;27;ND;ND;3;Thalassoma;bifasciatum;Thalassoma bifasciatum;NA;06-oct;8;3
26;1;2013;Quintana Roo;Maria Elena;Cabezo;19.39949;-87.45519;Arrecife coralino;No Pesca;Refugio pesquero;RB Sian Ka'an;Jose Luis Chan Caamal;8:45;ND;4;NA;27;ND;ND;3;Haemulon;carbonarium;Haemulon carbonarium;NA;06-oct;8;2
26;1;2013;Quintana Roo;Maria Elena;Cabezo;19.39949;-87.45519;Arrecife coralino;No Pesca;Refugio pesquero;RB Sian Ka'an;Jose Luis Chan Caamal;8:45;ND;4;NA;27;ND;ND;3;Lancero;sp.;Lancero sp.;NA;06-oct;8;2
26;1;2013;Quintana Roo;Maria Elena;Cabezo;19.39949;-87.45519;Arrecife coralino;No Pesca;Refugio pesquero;RB Sian Ka'an;Jose Luis Chan Caamal;8:45;ND;4;NA;27;ND;ND;3;Bodianus;rufus;Bodianus rufus;NA;06-oct;8;1
26;1;2013;Quintana Roo;Maria Elena;Cabezo;19.39949;-87.45519;Arrecife coralino;No Pesca;Refugio pesquero;RB Sian Ka'an;Jose Luis Chan Caamal;8:45;ND;4;NA;27;ND;ND;3;Microspathodon;chrysurus;Microspathodon chrysurus;NA;06-oct;8;2
26;1;2013;Quintana Roo;Maria Elena;Cabezo;19.39949;-87.45519;Arrecife coralino;No Pesca;Refugio pesquero;RB Sian Ka'an;Jose Luis Chan Caamal;8:45;ND;4;NA;27;ND;ND;3;Chromis;sp.;Chromis sp.;NA;06-oct;8;3
26;1;2013;Quintana Roo;Maria Elena;Cabezo;19.39949;-87.45519;Arrecife coralino;No Pesca;Refugio pesquero;RB Sian Ka'an;Jose Luis Chan Caamal;8:45;ND;4;NA;27;ND;ND;3;Caranx;ruber;Caranx ruber;NA;06-oct;8;5
26;1;2013;Quintana Roo;Maria Elena;Cabezo;19.39949;-87.45519;Arrecife coralino;No Pesca;Refugio pesquero;RB Sian Ka'an;Jose Luis Chan Caamal;8:45;ND;4;NA;27;ND;ND;3;Sparisoma;aurofrenatum;Sparisoma aurofrenatum;NA;06-oct;8;2
26;1;2013;Quintana Roo;Maria Elena;Cabezo;19.39949;-87.45519;Arrecife coralino;No Pesca;Refugio pesquero;RB Sian Ka'an;Jose Luis Chan Caamal;8:45;ND;4;NA;27;ND;ND;3;Ocyurus;chrysurus;Ocyurus chrysurus;NA;nov-20;15.5;1
26;1;2013;Quintana Roo;Maria Elena;Cabezo;19.39949;-87.45519;Arrecife coralino;No Pesca;Refugio pesquero;RB Sian Ka'an;Jose Luis Chan Caamal;8:45;ND;4;NA;27;ND;ND;3;Lutjanus;mahogoni;Lutjanus mahogoni;NA;nov-20;15.5;1
26;1;2013;Quintana Roo;Maria Elena;Cabezo;19.39949;-87.45519;Arrecife coralino;No Pesca;Refugio pesquero;RB Sian Ka'an;Jose Luis Chan Caamal;8:45;ND;4;NA;27;ND;ND;3;Haemulon;parra;Haemulon parra;NA;nov-20;15.5;5
26;1;2013;Quintana Roo;Maria Elena;Cabezo;19.39949;-87.45519;Arrecife coralino;No Pesca;Refugio pesquero;RB Sian Ka'an;Jose Luis Chan Caamal;8:45;ND;4;NA;27;ND;ND;3;Lancero;sp.;Lancero sp.;NA;nov-20;15.5;2
26;1;2013;Quintana Roo;Maria Elena;Cabezo;19.39949;-87.45519;Arrecife coralino;No Pesca;Refugio pesquero;RB Sian Ka'an;Jose Luis Chan Caamal;8:45;ND;4;NA;27;ND;ND;3;Holacanthus;ciliaris;Holacanthus ciliaris;NA;21-30;25.5;1
26;1;2013;Quintana Roo;Maria Elena;Cabezo;19.39949;-87.45519;Arrecife coralino;No Pesca;Refugio pesquero;RB Sian Ka'an;Jose Luis Chan Caamal;8:45;ND;4;NA;27;ND;ND;4;Thalassoma;bifasciatum;Thalassoma bifasciatum;NA;0-5;2.5;15
26;1;2013;Quintana Roo;Maria Elena;Cabezo;19.39949;-87.45519;Arrecife coralino;No Pesca;Refugio pesquero;RB Sian Ka'an;Jose Luis Chan Caamal;8:45;ND;4;NA;27;ND;ND;4;Lancero;sp.;Lancero sp.;NA;0-5;2.5;3
26;1;2013;Quintana Roo;Maria Elena;Cabezo;19.39949;-87.45519;Arrecife coralino;No Pesca;Refugio pesquero;RB Sian Ka'an;Jose Luis Chan Caamal;8:45;ND;4;NA;27;ND;ND;4;Sparisoma;aurofrenatum;Sparisoma aurofrenatum;NA;0-5;2.5;1
26;1;2013;Quintana Roo;Maria Elena;Cabezo;19.39949;-87.45519;Arrecife coralino;No Pesca;Refugio pesquero;RB Sian Ka'an;Jose Luis Chan Caamal;8:45;ND;4;NA;27;ND;ND;4;Haemulon;sciurus;Haemulon sciurus;NA;0-5;2.5;10
26;1;2013;Quintana Roo;Maria Elena;Cabezo;19.39949;-87.45519;Arrecife coralino;No Pesca;Refugio pesquero;RB Sian Ka'an;Jose Luis Chan Caamal;8:45;ND;4;NA;27;ND;ND;4;Microspathodon;chrysurus;Microspathodon chrysurus;NA;0-5;2.5;2
26;1;2013;Quintana Roo;Maria Elena;Cabezo;19.39949;-87.45519;Arrecife coralino;No Pesca;Refugio pesquero;RB Sian Ka'an;Jose Luis Chan Caamal;8:45;ND;4;NA;27;ND;ND;4;Abudefduf;saxatilis;Abudefduf saxatilis;NA;0-5;2.5;8
26;1;2013;Quintana Roo;Maria Elena;Cabezo;19.39949;-87.45519;Arrecife coralino;No Pesca;Refugio pesquero;RB Sian Ka'an;Jose Luis Chan Caamal;8:45;ND;4;NA;27;ND;ND;4;Scarus;vetula;Scarus vetula;NA;0-5;2.5;3
26;1;2013;Quintana Roo;Maria Elena;Cabezo;19.39949;-87.45519;Arrecife coralino;No Pesca;Refugio pesquero;RB Sian Ka'an;Jose Luis Chan Caamal;8:45;ND;4;NA;27;ND;ND;4;Thalassoma;bifasciatum;Thalassoma bifasciatum;NA;06-oct;8;4
26;1;2013;Quintana Roo;Maria Elena;Cabezo;19.39949;-87.45519;Arrecife coralino;No Pesca;Refugio pesquero;RB Sian Ka'an;Jose Luis Chan Caamal;8:45;ND;4;NA;27;ND;ND;4;Ocyurus;chrysurus;Ocyurus chrysurus;NA;06-oct;8;2
26;1;2013;Quintana Roo;Maria Elena;Cabezo;19.39949;-87.45519;Arrecife coralino;No Pesca;Refugio pesquero;RB Sian Ka'an;Jose Luis Chan Caamal;8:45;ND;4;NA;27;ND;ND;4;Sparisoma;viride;Sparisoma viride;NA;06-oct;8;1
26;1;2013;Quintana Roo;Maria Elena;Cabezo;19.39949;-87.45519;Arrecife coralino;No Pesca;Refugio pesquero;RB Sian Ka'an;Jose Luis Chan Caamal;8:45;ND;4;NA;27;ND;ND;4;Sparisoma;aurofrenatum;Sparisoma aurofrenatum;NA;06-oct;8;1
26;1;2013;Quintana Roo;Maria Elena;Cabezo;19.39949;-87.45519;Arrecife coralino;No Pesca;Refugio pesquero;RB Sian Ka'an;Jose Luis Chan Caamal;8:45;ND;4;NA;27;ND;ND;4;Chromis;sp.;Chromis sp.;NA;06-oct;8;10
26;1;2013;Quintana Roo;Maria Elena;Cabezo;19.39949;-87.45519;Arrecife coralino;No Pesca;Refugio pesquero;RB Sian Ka'an;Jose Luis Chan Caamal;8:45;ND;4;NA;27;ND;ND;4;Haemulon;flavolineatum;Haemulon flavolineatum;NA;06-oct;8;20
26;1;2013;Quintana Roo;Maria Elena;Cabezo;19.39949;-87.45519;Arrecife coralino;No Pesca;Refugio pesquero;RB Sian Ka'an;Jose Luis Chan Caamal;8:45;ND;4;NA;27;ND;ND;4;Lutjanus;apodus;Lutjanus apodus;NA;06-oct;8;5
26;1;2013;Quintana Roo;Maria Elena;Cabezo;19.39949;-87.45519;Arrecife coralino;No Pesca;Refugio pesquero;RB Sian Ka'an;Jose Luis Chan Caamal;8:45;ND;4;NA;27;ND;ND;4;Lutjanus;mahogoni;Lutjanus mahogoni;NA;06-oct;8;10
26;1;2013;Quintana Roo;Maria Elena;Cabezo;19.39949;-87.45519;Arrecife coralino;No Pesca;Refugio pesquero;RB Sian Ka'an;Jose Luis Chan Caamal;8:45;ND;4;NA;27;ND;ND;4;Loro;sp.;Loro sp.;NA;06-oct;8;5
26;1;2013;Quintana Roo;Maria Elena;Cabezo;19.39949;-87.45519;Arrecife coralino;No Pesca;Refugio pesquero;RB Sian Ka'an;Jose Luis Chan Caamal;8:45;ND;4;NA;27;ND;ND;4;Haemulon;sciurus;Haemulon sciurus;NA;06-oct;8;5
26;1;2013;Quintana Roo;Maria Elena;Cabezo;19.39949;-87.45519;Arrecife coralino;No Pesca;Refugio pesquero;RB Sian Ka'an;Jose Luis Chan Caamal;8:45;ND;4;NA;27;ND;ND;4;Microspathodon;chrysurus;Microspathodon chrysurus;NA;06-oct;8;2
26;1;2013;Quintana Roo;Maria Elena;Cabezo;19.39949;-87.45519;Arrecife coralino;No Pesca;Refugio pesquero;RB Sian Ka'an;Jose Luis Chan Caamal;8:45;ND;4;NA;27;ND;ND;4;Abudefduf;saxatilis;Abudefduf saxatilis;NA;06-oct;8;15
26;1;2013;Quintana Roo;Maria Elena;Cabezo;19.39949;-87.45519;Arrecife coralino;No Pesca;Refugio pesquero;RB Sian Ka'an;Jose Luis Chan Caamal;8:45;ND;4;NA;27;ND;ND;4;Haemulon;carbonarium;Haemulon carbonarium;NA;06-oct;8;10
26;1;2013;Quintana Roo;Maria Elena;Cabezo;19.39949;-87.45519;Arrecife coralino;No Pesca;Refugio pesquero;RB Sian Ka'an;Jose Luis Chan Caamal;8:45;ND;4;NA;27;ND;ND;4;Scarus;vetula;Scarus vetula;NA;06-oct;8;2
26;1;2013;Quintana Roo;Maria Elena;Cabezo;19.39949;-87.45519;Arrecife coralino;No Pesca;Refugio pesquero;RB Sian Ka'an;Jose Luis Chan Caamal;8:45;ND;4;NA;27;ND;ND;4;Sparisoma;viride;Sparisoma viride;NA;nov-20;15.5;1
26;1;2013;Quintana Roo;Maria Elena;Cabezo;19.39949;-87.45519;Arrecife coralino;No Pesca;Refugio pesquero;RB Sian Ka'an;Jose Luis Chan Caamal;8:45;ND;4;NA;27;ND;ND;4;Chromis;sp.;Chromis sp.;NA;nov-20;15.5;4
26;1;2013;Quintana Roo;Maria Elena;Cabezo;19.39949;-87.45519;Arrecife coralino;No Pesca;Refugio pesquero;RB Sian Ka'an;Jose Luis Chan Caamal;8:45;ND;4;NA;27;ND;ND;4;Lancero;sp.;Lancero sp.;NA;nov-20;15.5;4
26;1;2013;Quintana Roo;Maria Elena;Cabezo;19.39949;-87.45519;Arrecife coralino;No Pesca;Refugio pesquero;RB Sian Ka'an;Jose Luis Chan Caamal;8:45;ND;4;NA;27;ND;ND;4;Lutjanus;apodus;Lutjanus apodus;NA;nov-20;15.5;15
26;1;2013;Quintana Roo;Maria Elena;Cabezo;19.39949;-87.45519;Arrecife coralino;No Pesca;Refugio pesquero;RB Sian Ka'an;Jose Luis Chan Caamal;8:45;ND;4;NA;27;ND;ND;4;Lutjanus;mahogoni;Lutjanus mahogoni;NA;nov-20;15.5;4
26;1;2013;Quintana Roo;Maria Elena;Cabezo;19.39949;-87.45519;Arrecife coralino;No Pesca;Refugio pesquero;RB Sian Ka'an;Jose Luis Chan Caamal;8:45;ND;4;NA;27;ND;ND;4;Haemulon;sciurus;Haemulon sciurus;NA;nov-20;15.5;10
26;1;2013;Quintana Roo;Maria Elena;Cabezo;19.39949;-87.45519;Arrecife coralino;No Pesca;Refugio pesquero;RB Sian Ka'an;Jose Luis Chan Caamal;8:45;ND;4;NA;27;ND;ND;4;Lutjanus;griseus;Lutjanus griseus;NA;nov-20;15.5;5
26;1;2013;Quintana Roo;Maria Elena;Cabezo;19.39949;-87.45519;Arrecife coralino;No Pesca;Refugio pesquero;RB Sian Ka'an;Jose Luis Chan Caamal;8:45;ND;4;NA;27;ND;ND;4;Sparisoma;viride;Sparisoma viride;NA;21-30;25.5;4
26;1;2013;Quintana Roo;Maria Elena;Cabezo;19.39949;-87.45519;Arrecife coralino;No Pesca;Refugio pesquero;RB Sian Ka'an;Jose Luis Chan Caamal;8:45;ND;4;NA;27;ND;ND;4;Lutjanus;griseus;Lutjanus griseus;NA;21-30;25.5;3
26;1;2013;Quintana Roo;Maria Elena;Cabezo;19.39949;-87.45519;Arrecife coralino;No Pesca;Refugio pesquero;RB Sian Ka'an;Jose Luis Chan Caamal;8:45;ND;4;NA;27;ND;ND;4;Sparisoma;viride;Sparisoma viride;NA;31-40;35.5;1
26;1;2013;Quintana Roo;Maria Elena;Cabezo;19.39949;-87.45519;Arrecife coralino;No Pesca;Refugio pesquero;RB Sian Ka'an;Jacobo Caamal;8:45;ND;4;NA;27;ND;ND;5;Damisela;sp.;Damisela sp.;NA;0-5;2.5;1
26;1;2013;Quintana Roo;Maria Elena;Cabezo;19.39949;-87.45519;Arrecife coralino;No Pesca;Refugio pesquero;RB Sian Ka'an;Jacobo Caamal;8:45;ND;4;NA;27;ND;ND;5;Vieja;sp.;Vieja sp.;NA;0-5;2.5;1
26;1;2013;Quintana Roo;Maria Elena;Cabezo;19.39949;-87.45519;Arrecife coralino;No Pesca;Refugio pesquero;RB Sian Ka'an;Jacobo Caamal;8:45;ND;4;NA;27;ND;ND;5;Lancero;sp.;Lancero sp.;NA;0-5;2.5;1
26;1;2013;Quintana Roo;Maria Elena;Cabezo;19.39949;-87.45519;Arrecife coralino;No Pesca;Refugio pesquero;RB Sian Ka'an;Jacobo Caamal;8:45;ND;4;NA;27;ND;ND;5;Thalassoma;bifasciatum;Thalassoma bifasciatum;NA;0-5;2.5;1
26;1;2013;Quintana Roo;Maria Elena;Cabezo;19.39949;-87.45519;Arrecife coralino;No Pesca;Refugio pesquero;RB Sian Ka'an;Jacobo Caamal;8:45;ND;4;NA;27;ND;ND;5;Damisela;sp.;Damisela sp.;NA;06-oct;8;3
26;1;2013;Quintana Roo;Maria Elena;Cabezo;19.39949;-87.45519;Arrecife coralino;No Pesca;Refugio pesquero;RB Sian Ka'an;Jacobo Caamal;8:45;ND;4;NA;27;ND;ND;5;Haemulon;flavolineatum;Haemulon flavolineatum;NA;06-oct;8;2
26;1;2013;Quintana Roo;Maria Elena;Cabezo;19.39949;-87.45519;Arrecife coralino;No Pesca;Refugio pesquero;RB Sian Ka'an;Jacobo Caamal;8:45;ND;4;NA;27;ND;ND;5;Vieja;sp.;Vieja sp.;NA;06-oct;8;1
26;1;2013;Quintana Roo;Maria Elena;Cabezo;19.39949;-87.45519;Arrecife coralino;No Pesca;Refugio pesquero;RB Sian Ka'an;Jacobo Caamal;8:45;ND;4;NA;27;ND;ND;5;Haemulon;plumierii;Haemulon plumierii;NA;06-oct;8;1
26;1;2013;Quintana Roo;Maria Elena;Cabezo;19.39949;-87.45519;Arrecife coralino;No Pesca;Refugio pesquero;RB Sian Ka'an;Jacobo Caamal;8:45;ND;4;NA;27;ND;ND;5;Lancero;sp.;Lancero sp.;NA;06-oct;8;3
26;1;2013;Quintana Roo;Maria Elena;Cabezo;19.39949;-87.45519;Arrecife coralino;No Pesca;Refugio pesquero;RB Sian Ka'an;Jacobo Caamal;8:45;ND;4;NA;27;ND;ND;5;Loro;sp.;Loro sp.;NA;06-oct;8;4
26;1;2013;Quintana Roo;Maria Elena;Cabezo;19.39949;-87.45519;Arrecife coralino;No Pesca;Refugio pesquero;RB Sian Ka'an;Jacobo Caamal;8:45;ND;4;NA;27;ND;ND;5;Thalassoma;bifasciatum;Thalassoma bifasciatum;NA;06-oct;8;5
26;1;2013;Quintana Roo;Maria Elena;Cabezo;19.39949;-87.45519;Arrecife coralino;No Pesca;Refugio pesquero;RB Sian Ka'an;Jacobo Caamal;8:45;ND;4;NA;27;ND;ND;5;Sparisoma;aurofrenatum;Sparisoma aurofrenatum;NA;06-oct;8;1
26;1;2013;Quintana Roo;Maria Elena;Cabezo;19.39949;-87.45519;Arrecife coralino;No Pesca;Refugio pesquero;RB Sian Ka'an;Jacobo Caamal;8:45;ND;4;NA;27;ND;ND;5;Mariposa;sp.;Mariposa sp.;NA;06-oct;8;1
26;1;2013;Quintana Roo;Maria Elena;Cabezo;19.39949;-87.45519;Arrecife coralino;No Pesca;Refugio pesquero;RB Sian Ka'an;Jacobo Caamal;8:45;ND;4;NA;27;ND;ND;5;Ocyurus;chrysurus;Ocyurus chrysurus;NA;nov-20;15.5;5
26;1;2013;Quintana Roo;Maria Elena;Cabezo;19.39949;-87.45519;Arrecife coralino;No Pesca;Refugio pesquero;RB Sian Ka'an;Jacobo Caamal;8:45;ND;4;NA;27;ND;ND;5;Lancero;sp.;Lancero sp.;NA;nov-20;15.5;2
26;1;2013;Quintana Roo;Maria Elena;Cabezo;19.39949;-87.45519;Arrecife coralino;No Pesca;Refugio pesquero;RB Sian Ka'an;Jacobo Caamal;8:45;ND;4;NA;27;ND;ND;5;Loro;sp.;Loro sp.;NA;nov-20;15.5;3
26;1;2013;Quintana Roo;Maria Elena;Cabezo;19.39949;-87.45519;Arrecife coralino;No Pesca;Refugio pesquero;RB Sian Ka'an;Jacobo Caamal;8:45;ND;4;NA;27;ND;ND;5;Lutjanus;apodus;Lutjanus apodus;NA;nov-20;15.5;1
26;1;2013;Quintana Roo;Maria Elena;Cabezo;19.39949;-87.45519;Arrecife coralino;No Pesca;Refugio pesquero;RB Sian Ka'an;Jacobo Caamal;8:45;ND;4;NA;27;ND;ND;5;Sparisoma;aurofrenatum;Sparisoma aurofrenatum;NA;nov-20;15.5;1
26;1;2013;Quintana Roo;Maria Elena;Cabezo;19.39949;-87.45519;Arrecife coralino;No Pesca;Refugio pesquero;RB Sian Ka'an;Jacobo Caamal;8:45;ND;4;NA;27;ND;ND;5;Sparisoma;viride;Sparisoma viride;NA;21-30;25.5;1
26;1;2013;Quintana Roo;Maria Elena;Cabezo;19.39949;-87.45519;Arrecife coralino;No Pesca;Refugio pesquero;RB Sian Ka'an;Jacobo Caamal;8:45;ND;4;NA;27;ND;ND;6;Thalassoma;bifasciatum;Thalassoma bifasciatum;NA;0-5;2.5;29
26;1;2013;Quintana Roo;Maria Elena;Cabezo;19.39949;-87.45519;Arrecife coralino;No Pesca;Refugio pesquero;RB Sian Ka'an;Jacobo Caamal;8:45;ND;4;NA;27;ND;ND;6;Vieja;sp.;Vieja sp.;NA;0-5;2.5;5
26;1;2013;Quintana Roo;Maria Elena;Cabezo;19.39949;-87.45519;Arrecife coralino;No Pesca;Refugio pesquero;RB Sian Ka'an;Jacobo Caamal;8:45;ND;4;NA;27;ND;ND;6;Thalassoma;bifasciatum;Thalassoma bifasciatum;NA;06-oct;8;2
26;1;2013;Quintana Roo;Maria Elena;Cabezo;19.39949;-87.45519;Arrecife coralino;No Pesca;Refugio pesquero;RB Sian Ka'an;Jacobo Caamal;8:45;ND;4;NA;27;ND;ND;6;Lutjanus;apodus;Lutjanus apodus;NA;06-oct;8;5
26;1;2013;Quintana Roo;Maria Elena;Cabezo;19.39949;-87.45519;Arrecife coralino;No Pesca;Refugio pesquero;RB Sian Ka'an;Jacobo Caamal;8:45;ND;4;NA;27;ND;ND;6;Haemulon;flavolineatum;Haemulon flavolineatum;NA;06-oct;8;30
26;1;2013;Quintana Roo;Maria Elena;Cabezo;19.39949;-87.45519;Arrecife coralino;No Pesca;Refugio pesquero;RB Sian Ka'an;Jacobo Caamal;8:45;ND;4;NA;27;ND;ND;6;Haemulon;plumierii;Haemulon plumierii;NA;06-oct;8;1
26;1;2013;Quintana Roo;Maria Elena;Cabezo;19.39949;-87.45519;Arrecife coralino;No Pesca;Refugio pesquero;RB Sian Ka'an;Jacobo Caamal;8:45;ND;4;NA;27;ND;ND;6;Chromis;sp.;Chromis sp.;NA;06-oct;8;15
26;1;2013;Quintana Roo;Maria Elena;Cabezo;19.39949;-87.45519;Arrecife coralino;No Pesca;Refugio pesquero;RB Sian Ka'an;Jacobo Caamal;8:45;ND;4;NA;27;ND;ND;6;Loro;sp.;Loro sp.;NA;06-oct;8;4
26;1;2013;Quintana Roo;Maria Elena;Cabezo;19.39949;-87.45519;Arrecife coralino;No Pesca;Refugio pesquero;RB Sian Ka'an;Jacobo Caamal;8:45;ND;4;NA;27;ND;ND;6;Sparisoma;viride;Sparisoma viride;NA;06-oct;8;2
26;1;2013;Quintana Roo;Maria Elena;Cabezo;19.39949;-87.45519;Arrecife coralino;No Pesca;Refugio pesquero;RB Sian Ka'an;Jacobo Caamal;8:45;ND;4;NA;27;ND;ND;6;Lutjanus;mahogoni;Lutjanus mahogoni;NA;nov-20;15.5;1
26;1;2013;Quintana Roo;Maria Elena;Cabezo;19.39949;-87.45519;Arrecife coralino;No Pesca;Refugio pesquero;RB Sian Ka'an;Jacobo Caamal;8:45;ND;4;NA;27;ND;ND;6;Haemulon;sciurus;Haemulon sciurus;NA;nov-20;15.5;16
26;1;2013;Quintana Roo;Maria Elena;Cabezo;19.39949;-87.45519;Arrecife coralino;No Pesca;Refugio pesquero;RB Sian Ka'an;Jacobo Caamal;8:45;ND;4;NA;27;ND;ND;6;Lancero;sp.;Lancero sp.;NA;nov-20;15.5;1
26;1;2013;Quintana Roo;Maria Elena;Cabezo;19.39949;-87.45519;Arrecife coralino;No Pesca;Refugio pesquero;RB Sian Ka'an;Jacobo Caamal;8:45;ND;4;NA;27;ND;ND;6;Haemulon;flavolineatum;Haemulon flavolineatum;NA;nov-20;15.5;3
26;1;2013;Quintana Roo;Maria Elena;Cabezo;19.39949;-87.45519;Arrecife coralino;No Pesca;Refugio pesquero;RB Sian Ka'an;Jacobo Caamal;8:45;ND;4;NA;27;ND;ND;6;Sparisoma;aurofrenatum;Sparisoma aurofrenatum;NA;nov-20;15.5;2
26;1;2013;Quintana Roo;Maria Elena;Cabezo;19.39949;-87.45519;Arrecife coralino;No Pesca;Refugio pesquero;RB Sian Ka'an;Jacobo Caamal;8:45;ND;4;NA;27;ND;ND;6;Haemulon;carbonarium;Haemulon carbonarium;NA;nov-20;15.5;3
26;1;2013;Quintana Roo;Maria Elena;Cabezo (Control);19.39314;-87.45577;Arrecife coralino;Pesca;Ninguna;RB Sian Ka'an;Miguel Jesus Tun Catzim;10:28;ND;4;NA;27;ND;ND;1;Damisela;sp.;Damisela sp.;NA;06-oct;8;2
26;1;2013;Quintana Roo;Maria Elena;Cabezo (Control);19.39314;-87.45577;Arrecife coralino;Pesca;Ninguna;RB Sian Ka'an;Miguel Jesus Tun Catzim;10:28;ND;4;NA;27;ND;ND;1;Lutjanus;apodus;Lutjanus apodus;NA;06-oct;8;1
26;1;2013;Quintana Roo;Maria Elena;Cabezo (Control);19.39314;-87.45577;Arrecife coralino;Pesca;Ninguna;RB Sian Ka'an;Miguel Jesus Tun Catzim;10:28;ND;4;NA;27;ND;ND;1;Vieja;sp.;Vieja sp.;NA;06-oct;8;6
26;1;2013;Quintana Roo;Maria Elena;Cabezo (Control);19.39314;-87.45577;Arrecife coralino;Pesca;Ninguna;RB Sian Ka'an;Miguel Jesus Tun Catzim;10:28;ND;4;NA;27;ND;ND;1;Loro;sp.;Loro sp.;NA;06-oct;8;1
